Unnamed: 0,id,text,user_name,user_description,user_location,user_following,user_followers,tweets_by_user,user_created_at,tweet_created,retweets,likes,hashtags,media,search_term,emojis,sentiments_list,revised_sentiment,distillbert_valence
516662,1363496253930233861,to combat deforestation and help rural households shift from land-hungry cattle ranching #colombia 🇨🇴 is expanding sustainable #cocoa production in the orinoquía region as land productivity and incomes rise ghg emissions will fall learn how: https://tco/eiib7juo7u https://tco/nerekbkdyd,WBG_Environment,"The @WorldBank Group works with countries to sustainably manage the environment, natural resources and blue economy that support livelihoods and sustain life.","Washington, D.C. & Global",1754,20893,15363,2009-02-19 14:34:08,2021-02-21 14:30:14,1,6,"[{'text': 'Colombia', 'indices': [90, 99]}, {'text': 'cocoa', 'indices': [128, 134]}]",http://pbs.twimg.com/media/EuwcnDZXcAIMvCr.jpg,deforestation -filter:retweets,{'🇨🇴'},{'neutral'},negative,-0.6280457377433777
516651,1363503817195675654,"for the last 40 years fighting against deforestation 
https://tco/jfxsnzsacx
#ecology #trends https://tco/r3a3ywtnmb",davilagrau,"CS PhD 👨‍💻 🏃🏼 working with @googledevs and @GoogleDevExpert

Member of @TheOfficialACM, @IEEEorg & @ComputerSociety @linuxfoundation

🇨🇭🇪🇸 🇬🇧 🇩🇪","Zurich, Switzerland",475,3628,21368,2010-09-11 19:58:35,2021-02-21 15:00:17,1,1,"[{'text': 'ecology', 'indices': [79, 87]}, {'text': 'trends', 'indices': [88, 95]}]",http://pbs.twimg.com/media/EuwjfuQXcAI-cu9.jpg,deforestation -filter:retweets,,,negative,-0.970912218093872
516636,1363513262424391682,"'by 2024 the untouched pristine moist forests in their original condition will disappear from ivory coast; by 2040 they will be gone from madagascar angola &amp; india if current rates of deforestation &amp; forest degradation are kept'

(worse if 2c by 2030s)
https://tco/e9tcp6gdri https://tco/tsm7ahn8xn",ClimateBen,"Literature Teacher providing information on the scientific reality of the Ecological-Climate Catastrophe, and urging immediate action to limit the damage.","Paris, France",50389,56098,36056,2018-01-24 19:39:33,2021-02-21 15:37:49,40,62,[],http://pbs.twimg.com/media/EuwrDXTXUAEGLJD.jpg,deforestation -filter:retweets,,,negative,-0.997913420200348
516633,1363513886083854339,"🌳 80% of people living in rural areas of developing countries rely on traditional plant based medicines so loss of forests / vegetation can be devastating for their communities

#factsandfigures #sdgs2030 #wcydo #deforestation #ecosystemrestoration https://tco/asgal3we4e",WCYDO_Earth,"WCYDo - we inform, encourage and motivate individuals to take personal action under each of the SDGs - #Sustainable #Development #Goals.",,2469,1998,10844,2017-07-26 12:24:36,2021-02-21 15:40:17,0,1,"[{'text': 'factsandfigures', 'indices': [179, 195]}, {'text': 'sdgs2030', 'indices': [196, 205]}, {'text': 'WCYDo', 'indices': [206, 212]}, {'text': 'deforestation', 'indices': [213, 227]}, {'text': 'ecosystemrestoration', 'indices': [228, 249]}]",http://pbs.twimg.com/media/EuwsoySXUAU3Qak.jpg,deforestation -filter:retweets,{'🌳'},{'neutral'},negative,-0.9949053525924684
516602,1363534059784331267,"this root vegetable could help alleviate hunger and end soil erosion: https://tco/ehol0vgrmk #cassava 

via @wef #agriculture #foodsecurity https://tco/11lxsh6tlo",GrowFurther_,"We connect people and ideas for a food-secure future. Join us! Seattle-based, globally-oriented. #GrowFurther for #FoodSecurity. RTs≠endorsements.","Seattle, WA",543,136,1243,2020-08-29 16:31:51,2021-02-21 17:00:27,0,0,"[{'text': 'Cassava', 'indices': [94, 102]}, {'text': 'agriculture', 'indices': [114, 126]}, {'text': 'foodsecurity', 'indices': [127, 140]}]",http://pbs.twimg.com/media/Euw_AEZXEAMQciX.jpg,deforestation -filter:retweets,,,negative,-0.9932186007499696
516598,1363534325405335558,"this group made it appear as if it had broad support among republican voters
https://tco/y0colqla0h

#timberunity #deforestation #climatepolicy https://tco/q5rbwtjzqm",yclimatechanges,"Do you wonder why climate changes and what really causes global warming? Then this is the right place for you!
https://t.co/LKmbNEPkTa",,52,11125,6973,2015-10-29 14:48:51,2021-02-21 17:01:31,0,1,"[{'text': 'TimberUnity', 'indices': [103, 115]}, {'text': 'Deforestation', 'indices': [116, 130]}, {'text': 'ClimatePolicy', 'indices': [131, 145]}]",http://pbs.twimg.com/media/Euw_Pj7XMAQMQX8.jpg,deforestation -filter:retweets,,,negative,-0.9869957566261292
516596,1363535220176207872,forest loss has plummeted in #indonesia over the past four years following local activism and government policies aimed at reducing deforestation for palm oil production: https://tco/hatb2hcylz via @grist https://tco/tcagvasuiy,YaleClimateComm,"We conduct research on public climate change knowledge, attitudes, policy support & behavior. Posted events are not endorsements.","New Haven, CT",2767,67975,11461,2010-03-23 20:20:12,2021-02-21 17:05:04,22,66,"[{'text': 'Indonesia', 'indices': [29, 39]}]",http://pbs.twimg.com/media/EuxADdCXIAAzAsC.jpg,deforestation -filter:retweets,,,negative,-0.9975346326828004
516585,1363541531358072832,huon tree kangaroo have a cute teddy-like face and a monkey-like tail in #papuanewguinea &amp;amp; #westpapua they're endangered on @iucnredlist by #palmoil #deforestation support them with a brand #boycott4wildlife https://tco/ez00p6qhfq via @palmoildetect https://tco/9ugiejnyhc,PalmOilDetect,"An exciting new platform & consumer website for writers, artists & conservationists to promote species endangered by palm oil deforestation #Boycott4Wildlife 🦏","Wellington, New Zealand",487,342,655,2021-01-19 07:50:52,2021-02-21 17:30:09,5,7,"[{'text': 'PapuaNewGuinea', 'indices': [74, 89]}, {'text': 'WestPapua', 'indices': [100, 110]}, {'text': 'palmoil', 'indices': [149, 157]}, {'text': 'deforestation', 'indices': [158, 172]}, {'text': 'boycott4wildlife', 'indices': [199, 216]}]",http://pbs.twimg.com/media/EuxFy-4WQAA7L0U.jpg,deforestation -filter:retweets,,,negative,-0.9864971041679382
516570,1363547214178643970,"#nomercytories climate changethe love of capitalist market economicswreaks its ability for species annihilationin its icy way""grow the humanits habitationsits echelonned rawlsian greedits deforestationits technologyits oligarchical power""is its creed #torychildstarvers https://tco/l45j88tcmh https://tco/8wgmxrcmnl",AmunRa1h,"BALingustcsYork.CertIrishUCGalwayUtdÉireLoyalist(UEL)Irish☘️ Citizen,grx3uncleThosHFamineVictim,GrfWoundedWWI,UncDanHdiedBurma43HofKinalea&WestLisboa🇵🇹🌊 ☘️𓀀",,4259,2021,44846,2009-09-27 12:16:08,2021-02-21 17:52:43,0,0,"[{'text': 'NoMercyTories', 'indices': [0, 14]}, {'text': 'ToryChildStarvers', 'indices': [262, 280]}]",http://pbs.twimg.com/ext_tw_video_thumb/1363547123279671302/pu/img/bIQ4EO6veEZ5bA2k.jpg,deforestation -filter:retweets,,,negative,-0.9687739610671996
516568,1363547799808278530,"🌳program #gfs2021

how can we actively reinforce the fight against #deforestation in 2021 how can we #restore #forests in a #sustainable way

👤@boillotlaurent @timchristo @twcrowther nicole schwab @marcpalahi moderated by @shallaire 

📅 12 march

👉https://tco/ln8ccflakg https://tco/faeq9xofuv",GForestSummit,"International Summit to accelerate the protection and restoration of the world's forests 🌳

🟢 LIVE • 12 MARCH 2021 • REGISTER HERE 👇",Paris,219,167,25,2021-01-22 10:04:40,2021-02-21 17:55:03,20,37,"[{'text': 'GFS2021', 'indices': [9, 17]}, {'text': 'deforestation', 'indices': [67, 81]}, {'text': 'restore', 'indices': [102, 110]}, {'text': 'forests', 'indices': [111, 119]}, {'text': 'sustainable', 'indices': [125, 137]}]",http://pbs.twimg.com/media/EuxJ7H8XcAMquri.jpg,deforestation -filter:retweets,"{'👉', '👤', '🌳', '📅'}",{'neutral'},negative,-0.9594581723213196
516562,1363551232296648705,"@youreanigga2 @gooui u said no tree can obsrb somuch then why to worry about deforestation or to think about reforestation  we can just try for only clean 
great you explained lot
 my summary is that together we have to find solutions and planting tress can't b downgraded too https://tco/kq3pbkc5lk",SNarasimalu,Hi,,5,5,103,2019-11-18 04:50:17,2021-02-21 18:08:41,0,0,[],http://pbs.twimg.com/media/EuxOnllXUAIlcFn.jpg,deforestation -filter:retweets,,,negative,-0.9615260362625122
516556,1363554512947077120,"in 2019 artist klaus littmann turned the wörthersee stadion into austria's largest public art installation as a statement against deforestation

tenants sk austria klagenfurt were temporarily rehomed at the nearby karawankenblick stadion 🌳 https://tco/nyg2pc3jai",thesefootytimes,"Rekindling the greatest stories in football, in print and online. Next release coming 1 March. Join us on Instagram: @thesefootballtimes.",London,1442,54176,39448,2011-08-04 14:22:31,2021-02-21 18:21:44,16,97,[],http://pbs.twimg.com/media/EuxQJTCXAAEQeiB.jpg,deforestation -filter:retweets,{'🌳'},{'neutral'},negative,0.9915135502815248
516504,1363599514305667075,@yaxkukmassive a recent copernicus photo shows the areas with the highest emissions are occurring in areas of high deforestation deforestation is caused by population growth both locally and in export countries (where there is also rising affluence particularly in the developing world) https://tco/vtg1scj5ok,Karmageddon67,"Focussing on the devastation to ecosystems & wildlife, & the earth’s biosphere, in the name of human population & GDP growth. Living on stolen megafauna land.",Murdochistan,3069,2945,148455,2014-07-07 12:05:48,2021-02-21 21:20:33,3,3,[],http://pbs.twimg.com/media/Eux6hmnUYAA_zaQ.jpg,deforestation -filter:retweets,,,negative,0.6480316519737244
516494,1363602464373542912,"batagaika crater first started to form as a result of deforestation in siberia in the 1960s without the cooling effects of trees permafrost in the soil started to melt during warmer months causing soil to collapse &amp; slump it's now ~300ft deep
video: https://tco/n8chalcanh https://tco/hvigc2mqkk",25JessieSt,Such is the human race … often it seems a pity that Noah and his party did not miss the boat.   —   Mark Twain,"Wellington, NZ",78,151,19383,2015-06-29 07:45:23,2021-02-21 21:32:16,0,0,[],http://pbs.twimg.com/media/Eux8UQVVkAEeG17.jpg,deforestation -filter:retweets,,,negative,-0.993343949317932
516480,1363609445121421313,"beef sold by major retailers linked to #deforestation in the amazon 
https://tco/wtte6xagim https://tco/avc4swrlgl",EarthAccounting,#sustainability #ConsciousConsumer #transparency #environment  #CircularEconomy #recycling https://t.co/PXoP0W5Stx @zeloop_ @environemma #wtpEarth,"Los Angeles, CA",21538,23697,146190,2014-05-27 17:27:47,2021-02-21 22:00:01,0,0,"[{'text': 'Deforestation', 'indices': [39, 53]}]",http://pbs.twimg.com/media/Euw2yPNVkAAUtMY.jpg,deforestation -filter:retweets,,,negative,-0.996690034866333
516470,1363613167591378945,i'm sorry - but this means nothing when the qld labor government is responsible for qld being a *global* deforestation hotspot #auspol #qldpol https://tco/e4pbxsgp4a,nellistevenson,"Head of Communications at @GreenpeaceAP, formerly @climatecouncil & @seashepherd. @ausprogress fellow.
Views are my dog's.","Melbourne, Australia",741,1694,2537,2009-03-08 07:29:13,2021-02-21 22:14:48,3,7,"[{'text': 'auspol', 'indices': [128, 135]}, {'text': 'qldpol', 'indices': [136, 143]}]",http://pbs.twimg.com/media/EuyGtrpVgAARFZq.png,deforestation -filter:retweets,,,negative,-0.997666835784912
516464,1363616683542204416,deforestation is the single largest contributor to green house gas emissions and climate change palm oil deforestation also results in the loss of biodiverse ecosystems and species deforestation destroys the natural carbon-sequestering power of trees and rainforests https://tco/npyjckuemo,thisnotpalm,Sustainable alternatives to palm oil products. We can stop palm oil rainforest deforestation by making a choice to choose products without palm oil.,,0,3,1,2021-02-21 22:00:01,2021-02-21 22:28:46,7,8,[],http://pbs.twimg.com/media/EuyKJM_UUAALBMk.jpg,deforestation -filter:retweets,,,negative,-0.9993587136268616
516458,1363622685771788289,nature is the closest thing to heaven on earth #deforestation #savethetrees #preservenature https://tco/vcodrjtwzn,healthynotcutew,Love our content? Become a part of the @healthynotcutewater community Follow us: https://t.co/2zE8fwVCzr,"Michigan, USA",3,15,1501,2018-01-09 01:26:26,2021-02-21 22:52:37,0,0,"[{'text': 'deforestation', 'indices': [47, 61]}, {'text': 'savethetrees', 'indices': [62, 75]}, {'text': 'PreserveNature', 'indices': [76, 91]}]",http://pbs.twimg.com/media/EuyPmm7XAAIM9Ch.jpg,deforestation -filter:retweets,,,negative,-0.8354161381721497
516442,1363653250193518593,"leif cocks from the @orangutantop has three priorities when it comes to preventing deforestation: 
1 protect existing forests
2 replant and re-wild the planet 
3 what we do have to use for agriculture turn it into polyculture and permaculture https://tco/wvak1mq0yb",angelafedele,"Writer & Host at PROTECT Podcast - an environmental podcast that explores encouraging stories of sustainability, ocean and animal protection.","Melbourne, Australia",698,384,54,2009-04-01 08:50:24,2021-02-22 00:54:04,0,1,[],http://pbs.twimg.com/media/EuyrZx1XEAMsXti.jpg,deforestation -filter:retweets,,,negative,-0.5308608412742615
516424,1363680189826297856,#parrototd 22 february: blue-headed macaw (primolius couloni) e peru nw bolivia and w brazil vulnerable due to trapping for trade and amazon deforestation pic near cave of the owls tingo maría national park huánuco peru by mari antezana aponte https://tco/b4t8ltzyz6 https://tco/kkfzrajmxw,ParrotOfTheDay,"Profile of a wild parrot species every day; ethical photos of wild parrots; parrot conservation, ecology and science. Tweeting on Boon Wurrung Country, Narrm.","Melbourne, Australia",7969,25906,62806,2015-04-23 05:47:05,2021-02-22 02:41:07,17,91,"[{'text': 'ParrotOTD', 'indices': [0, 10]}]",http://pbs.twimg.com/media/EuzD2LsVcAIxDsN.jpg,deforestation -filter:retweets,,,negative,-0.9915381669998168
516422,1363682498509561859,ivory coast lost 47000 hectares of forest to cocoa production in 2020 environmental group says https://tco/95gppb5mzi https://tco/dx4abpouun,eD744LnagmQNALj,"I disapprove of what you say, and I will offend to the death your right to lie.
沧海一粟",,143,6,799,2019-04-19 15:14:49,2021-02-22 02:50:18,0,0,[],http://pbs.twimg.com/media/EuzF-QPUUAMAK7m.jpg,deforestation -filter:retweets,,,negative,-0.9955731630325316
516420,1363685534019821570,"“monitor deforestation”
lol https://tco/hqda6ergmq https://tco/wkk3l4p88j",HRC4Prison,"The list is too long, the reasons too many. https://t.co/ni8G8YhDn9",The Swamp,810,7673,24900,2016-02-16 02:17:07,2021-02-22 03:02:22,0,0,[],http://pbs.twimg.com/tweet_video_thumb/EuzIw0AWQAAXbV3.jpg,deforestation -filter:retweets,,,negative,-0.9901015758514404
516414,1363690658662404098,@rainshadow20 @motleycreuset @stophs2 @samboc9 @telegraph @chrisgpackham @wildlifetrusts daily claims of wildlife crimes or ‘ecocide’ accusations of putting birds through wood chippers hs2’s staff deliberately frightening badger cubs illegally felling trees and europe’s biggest deforestation this is an example of the baseless allegations made against hs2 https://tco/bbx5a6cqlu,penny__traitor,"Getting old sucks, don’t let anyone tell you otherwise. Rail - Pro HS2. Design, Art & Architecture. Music: viola da gamba, motets, prog, metal.",Europe,1605,1119,8518,2019-09-01 19:28:33,2021-02-22 03:22:43,0,3,[],http://pbs.twimg.com/media/EuzNbITXYAE_x2f.jpg,deforestation -filter:retweets,,,negative,-0.9968042373657228
516413,1363692364892569605,"i fail to understand our environment minister

other states are planting trees on the slopes to prevent landslides

no more deforestation 🙏

according to geologist's deforestation leads to calamities
@moefcc
@shivaniazadtoi
@tsrawatbjp @drharaksingh @harishrawatcmuk @pritamspcc https://tco/5umzi9yoeu",aanchii_sharma,"The Woods are lovely,
dark and deep,
But I have promises to keep, And miles to go before I sleep, 
And miles to go before I sleep.",Uttarakhand ,420,548,5590,2011-01-04 08:15:54,2021-02-22 03:29:30,5,15,[],http://pbs.twimg.com/media/EuzO-FEVEAIAXuk.jpg,deforestation -filter:retweets,{'🙏'},{'neutral'},negative,-0.9985232949256896
516391,1363719905942462467,jakarta floods: 226mm (89 inches) of rain fell in a single day on jakarta killing at least 5 people with floodwater reaching up to 18m and more flood warnings issued - as sinking city appears to be losing fight against climate change deforestation and runaway development https://tco/obpoxetbx6,AssaadRazzouk,CEO: @Sindicatum and commentator on #Climate and #CleanEnergy from the front lines. Podcast: The Angry Clean Energy Guy. TEDx: https://t.co/Tw9wmcQPrz,Singapore,18345,138900,14470,2011-10-31 02:15:55,2021-02-22 05:18:56,61,73,[],http://pbs.twimg.com/ext_tw_video_thumb/1363717069246586881/pu/img/HQuXFSNy94V9_sHN.jpg,deforestation -filter:retweets,,,negative,-0.9964715242385864
516371,1363745448389967872,"how to stop runaway deforestation look at indonesia 🇮🇩

great efforts by government and big companies have led to forest destruction dropping fast this is simply brilliant 🎉

https://tco/bwkgoiihbt https://tco/jibhwuznzd",ErikSolheim,"GREEN OPTIMISM! Lets share inspiring stories! I work with World Resource Institute, Green Belt & Road, Plastic REVolution, Treelion, April/RGE, NorwegianGreens.","Oslo, Norway",10799,144291,19309,2009-06-19 13:19:56,2021-02-22 07:00:26,21,87,[],http://pbs.twimg.com/media/Euz_QcdXAAAJfHM.jpg,deforestation -filter:retweets,"{'🎉', '🇮🇩'}","{'positive', 'neutral'}",negative,0.9995410442352296
516370,1363746258616283137,most #chocolate companies don't know where their #cocoa comes from working with the #cocoa farmers' own organizations can help https://tco/mnll7mwo0z #ghana #cotedivoire @ghaffapgh @faoghana #deforestation https://tco/svcudn8boo,DavidKaimowitz,"Manages Forest&Farm Facility, FAO/IIED/IUCN/Agricord English/español/français Communities/forests/trees/climate /grassroots/gender/indigenous. Views are my own.",Rome,575,378,179,2020-12-28 14:58:04,2021-02-22 07:03:39,0,2,"[{'text': 'chocolate', 'indices': [5, 15]}, {'text': 'cocoa', 'indices': [49, 55]}, {'text': 'cocoa', 'indices': [85, 91]}, {'text': 'Ghana', 'indices': [153, 159]}, {'text': 'cotedivoire', 'indices': [160, 172]}, {'text': 'deforestation', 'indices': [194, 208]}]",http://pbs.twimg.com/media/Euz_KDHXEAIncpU.jpg,deforestation -filter:retweets,,,negative,-0.9964242577552797
516369,1363747118951841792,"how to stop runaway deforestation look at indonesia 🇮🇩

great efforts by government and big companies have led to forest destruction dropping fast this is simply brilliant 🎉

https://tco/mm6jh0cbpl https://tco/0oowzdjcoe
#planetearth #nature",onelinernews123,"We are neither responsible nor accountable for the authenticity of the NEWS & Media | ALL TWEETS ARE SHARED CONTENT | Following, RT & like are not endorsement",Global,294,181,3815,2015-07-21 18:08:11,2021-02-22 07:07:05,0,0,"[{'text': 'PlanetEarth', 'indices': [227, 239]}, {'text': 'Nature', 'indices': [240, 247]}]",http://pbs.twimg.com/media/Euz_QcdXAAAJfHM.jpg,deforestation -filter:retweets,"{'🎉', '🇮🇩'}","{'positive', 'neutral'}",negative,0.9995197057724
516365,1363753294162706441,everyone has a role to play in making peace with nature tropical forest and rural development is working with cocoa farmers in the farmers field school at the dja faunal reserve in cameroon to insure cocoa is produce without deforestation a great contribution https://tco/4ugbnk0bre,EpandaAime,Tropical Forest and Rural Development.,"Yaounde, Cameroon",260,155,503,2020-06-04 13:15:10,2021-02-22 07:31:37,1,2,[],http://pbs.twimg.com/media/Eu0E7iMWYAMyLfU.jpg,deforestation -filter:retweets,,,negative,0.9922493696212769
516355,1363759263579926528,kew drone pilots map deforestation and fire damage around the world (for global wildlife news visit wildtrails news at https://tco/88ocepbovc) https://tco/aqnou8sf31,_WildTrails,"We auto-posts global wildlife news. Some news might be talking about animal cruelty but we post news ""as is"" BUT please note, we neither promote nor support it.",India,1864,944,58217,2014-11-12 02:20:05,2021-02-22 07:55:20,0,0,[],http://pbs.twimg.com/media/Eu0L0shVgAQk1hV.jpg,deforestation -filter:retweets,,,negative,-0.975771963596344
516350,1363760451763470336,dipterocarpaceae trees threatened by deforestation and climate change https://tco/ctw5yjsxxr via @nusingapore #climatechange #forestry https://tco/qh3dyjo3xp,GlobalPlantGPC,Global coalition of plant/crop science societies seeking to develop #plantscience. Tweets by @IsabelMyP,Across the Globe,874,10582,16683,2009-08-19 14:12:56,2021-02-22 08:00:03,0,1,"[{'text': 'climatechange', 'indices': [111, 125]}, {'text': 'forestry', 'indices': [126, 135]}]",http://pbs.twimg.com/media/Eu0M5rkXUAIrfj0.jpg,deforestation -filter:retweets,,,negative,-0.9951547384262084
516347,1363762501087862784,"selfish individuals are really pretending to not be knowing the effects of #deforestation due to their greed intentions for money but we need a healthier climate and a protected biodiversity that's why our voices to #savebugomaforest shall never stop

 #boycotthoimasugar https://tco/8yoj5drzwq",patienceNabz,Climate Activist working with @Fridays4FutureU fighting against Wetland Degradation.,,354,1270,1041,2019-10-30 07:07:31,2021-02-22 08:08:12,5,29,"[{'text': 'deforestation', 'indices': [75, 89]}, {'text': 'SaveBugomaforest', 'indices': [217, 234]}, {'text': 'BoycottHoimaSugar', 'indices': [255, 273]}]",http://pbs.twimg.com/media/Eu0OxCjXUAA_LFe.jpg,deforestation -filter:retweets,,,negative,-0.9718831181526184
516336,1363775690475249664,"the trase finance tool enables financial institutions to systematically identify their direct and indirect exposure to #deforestation risk allowing them to improve the sustainability of their portfolios

explore the tool:

https://tco/5l4cvrhzfn https://tco/uma8i4nypv",TraseEarth,Trase brings unprecedented transparency to the companies & financial institutions tackling tropical deforestation. Joint project of @globalcanopy & @SEIresearch,,1055,3398,3015,2016-10-27 21:55:20,2021-02-22 09:00:36,2,5,"[{'text': 'deforestation', 'indices': [119, 133]}]",http://pbs.twimg.com/media/Eu0aw3mWQAIfVw_.jpg,deforestation -filter:retweets,,,negative,0.9949517250061036
516335,1363775715527778305,"#nowreading:

tropical #forests are under increasing pressure but #conservation interventions have had only limited success in mitigating #deforestation and #ecosystem #degradation 

read here 👇
https://tco/tjophwmk0p https://tco/bc9pvbkxmj",yayasaninobu,"Realizing Sustainability

https://t.co/aNyYP7LnLg","DKI Jakarta, Indonesia",591,806,2164,2015-05-22 04:51:56,2021-02-22 09:00:42,1,2,"[{'text': 'NowReading', 'indices': [0, 11]}, {'text': 'forests', 'indices': [23, 31]}, {'text': 'conservation', 'indices': [67, 80]}, {'text': 'deforestation', 'indices': [139, 153]}, {'text': 'ecosystem', 'indices': [158, 168]}, {'text': 'degradation', 'indices': [169, 181]}]",http://pbs.twimg.com/media/Eu0ayM6XAAI5qck.jpg,deforestation -filter:retweets,{'👇'},{'neutral'},negative,-0.9984557628631592
516326,1363785130108682242,"farm built

no deforestation what so ever in this photo https://tco/1eh8195qqs",MeatheadMilitia,Sr. Community Manager @glumobile - Alum to @worldoftanks + @ArnoldSports + @MaxLevel Streaming on https://t.co/qgfn9H9urw,"Emeryville, CA",3623,7022,129193,2010-05-21 04:13:23,2021-02-22 09:38:07,0,15,[],http://pbs.twimg.com/media/Eu0jWR_UYAc7lAp.jpg,deforestation -filter:retweets,,,negative,-0.958393096923828
516320,1363792476549623808,"according to @who  tobacco is deadly for you &amp; the environment

deforestation from tobacco growing causes:

🔴loss of biodiversity
🔴soil erosion &amp; degradation
🔴water pollution
🔴greenhouse gas emissions ↗️

say #notobacco to protect your health &amp; that of our planet https://tco/kd7sdp5k65",TobaccoCtrl,Tobacco Control Nigeria is a platform for tobacco control advocates  to ensure reduction of smoking prevalence and discuss issues towards effective regulatns,"Lagos, Nigeria",3433,4810,15017,2013-05-25 22:09:34,2021-02-22 10:07:19,0,0,"[{'text': 'NoTobacco', 'indices': [219, 229]}]",http://pbs.twimg.com/media/Eu0p8CZXEAMSHky.jpg,deforestation -filter:retweets,"{'↗️', '🔴'}",{'neutral'},negative,-0.994670569896698
516314,1363798186070929417,"this robot could help plant 1 trillion trees @milremr 🌳🪓

by @wef

👉https://tco/eeums3se0g

#robot #agriculture #agtech #deforestation #trees https://tco/oi5nib127u",FIRA_team,"FIRA 2020 goes virtual | 8 to 10 DECEMBER 2020
The World leading event in #Agricultural #Robotics
#FIRA20 Join us to develop and promote the Ag Robotics sector!","Toulouse, France",2671,2892,1328,2017-05-05 07:47:42,2021-02-22 10:30:00,3,8,"[{'text': 'robot', 'indices': [93, 99]}, {'text': 'agriculture', 'indices': [100, 112]}, {'text': 'agtech', 'indices': [113, 120]}, {'text': 'deforestation', 'indices': [121, 135]}, {'text': 'trees', 'indices': [136, 142]}]",http://pbs.twimg.com/media/EuWL9VHXAAIa2Wc.jpg,deforestation -filter:retweets,"{'👉', '🌳', '🪓'}",{'neutral'},negative,-0.9960707426071168
516312,1363798821608775682,cut down more trees to save earth from ‘global warming deforestation could be cooling  https://tco/89iamocel5 https://tco/w3yiqusygd,drexelgirl72,"I love makeup, my pomeranian, my cat Sherman, vaping saved my life, doing reviews and earning things free. leggings Consultant for Buskins.dm for info","Belton, MO",3465,1515,7036,2016-11-02 19:23:35,2021-02-22 10:32:31,0,0,[],http://pbs.twimg.com/media/Eu0vzTZXEAM3Lxp.png,deforestation -filter:retweets,,,negative,-0.9936459064483644
516302,1363804496200167424,"in 2018 alone 120000sq km were lost to deforestation the equivalent to 30 football pitches every minute 

not easy to comprehend is it

woodlands play such a vital role in keeping our ecosystems balanced - we must protect them

#midasgreeninitiative #actnow #reforestation https://tco/50wof6pkzw",Midas_Pattern,Carbon Neutral Manufacturer *Polyurethane RIM moulding * low volumes & low cost tooling * #medicaldevices #laboratory #biotech #medtech #sustainable ♻🌍 #UKmfg,"Bedford, United Kingdom",2367,847,2432,2012-10-29 09:49:16,2021-02-22 10:55:04,0,1,"[{'text': 'midasgreeninitiative', 'indices': [234, 255]}, {'text': 'ACTnow', 'indices': [256, 263]}, {'text': 'reforestation', 'indices': [264, 278]}]",http://pbs.twimg.com/media/Eu009bYWgAMF5EG.jpg,deforestation -filter:retweets,,,negative,-0.9960936903953552
516301,1363804740375699456,#1day1member 👏 @bnpparibas defines a restrictive policy to fight #deforestation in the amazon and the cerrado regions ▶️ https://tco/o4apcnwct1 https://tco/lraeltnvi0,FinforTomorrow,Promoting #SustainableFinance #GreenFinance from Paris 🇫🇷🌎 #ShiftTheTrillions | Chair @ThierryDeau | Branch of @europlace,"Paris, France",861,5091,4501,2017-05-11 10:07:04,2021-02-22 10:56:03,0,0,"[{'text': '1day1member', 'indices': [0, 12]}, {'text': 'deforestation', 'indices': [65, 79]}]",http://pbs.twimg.com/media/Eu01LyFXYAEtrAj.jpg,deforestation -filter:retweets,"{'👏', '▶️'}","{'positive', 'neutral'}",negative,-0.985301911830902
516296,1363806846306250765,"@coolrunning2009 @bron1954 @vanessafiji @chunhuams @aussieneets @russellmoxham @debbie_spirit @samcoyi @drbirute @blueseas111 @redfoxgis @emilyle89720714 @orangutan2 @redorangutangen @forestpeoplesp @ecobusinesscom @hrw @fwindonesia @asiasentinel @rainforestnorw @ran @greenpeace @ajenews @geckoproj @mensjournal @abcnews @asia @sapiens_org @freewestpapua @sarawak_report @guardian @crawfordjohnw @dwnews @petergreste @4journofreedom @unhumanrights @kaldorcentre @elsamnews @dayakologi_inst @linkarborneo @tuk_indonesia @onehealthucd @hans_nich @conversationedu @livekindlyco @gljhub @ilrf @mikedigirolamo @mongabay @forestpeoplesp well regarded #uk based #humanrights group with focus on #indigenous #forest peoples has made accusations against one of #indonesia 's largest #palmoil producers &amp; supplier to kellogs unilever &amp; nestle #deforestation #auspol  #ukpolitics 
https://tco/7zpgnwtjkt https://tco/sllvtboqhi",nicolasnicola22,"Hello,printmaking/writing/humanitarian issues Prefer ethics over pragmatism Casual esl/art teach as 'day job' RTs/favs/remusings often.CATCH-22. Best regards.NN",SYDNEY               Born 1959,100,1453,181233,2013-05-04 23:05:56,2021-02-22 11:04:25,1,4,"[{'text': 'UK', 'indices': [646, 649]}, {'text': 'humanrights', 'indices': [656, 668]}, {'text': 'indigenous', 'indices': [689, 700]}, {'text': 'forest', 'indices': [701, 708]}, {'text': 'Indonesia', 'indices': [753, 763]}, {'text': 'palmoil', 'indices': [775, 783]}, {'text': 'deforestation', 'indices': [843, 857]}, {'text': 'auspol', 'indices': [858, 865]}, {'text': 'ukpolitics', 'indices': [867, 878]}]",http://pbs.twimg.com/media/Eu01_nUUcAQO36h.png,deforestation -filter:retweets,,,negative,-0.9365837574005128
